Frase,Consensuada
Sí.,0
"Pues venga, tiene que entrar el hombro. Gira, mete la cabeza para abajo. Mírate los pies, mírate los pies, mírate los pies. ¡Eso es! Muy bien. ¡Tres, dos, uno, cambio! ¡Preparados! ¡No! ¡Sandy! ¡No se mete la cabeza! ¡Preparados! ¡Listos! ¡Ya! ¡Ha ido tarde! ¡Va tarde! ¡Agacho, agacho! ¡Ese no es tu derecha! ¡Ah! ¡Derecha! Esa no es tu derecha, Martín. Tu derecha en el suelo para seguir con la izquierda. Eso es.",2
Madre mía.,4
"Y la de atrás tiene que estar estirada, ¿vale? Venga, despacito. Ahí. Dos y tres. Despacio, despacio, despacio, despacio, despacio, despacio. Despacio, despacio, despacio, despacio, despacio. Eso es. Venga, otra vez. Ahora, sujétate, sujétate con este, equilibrio, despacio, despacio, despacio, despacio, muy bien, mucho mejor, ¿vale? Pues ahora lo mismo, pero bajo equilibrado con las dos brazos. Venga, tú solo, el otro, el otro, el otro, el otro, el otro, ¿cuál es tu derecho, Martín? Pues esa es la que va adelante. ¿Y cómo vas a...? ¿Pero no ves que estás dejando el izquierdo? ¡Tres, dos, uno, cambio! ¡Preparados! ¡Listos! ¡Listos! ¡Ya! Muy bien. Eso es. Eso es una voltereta medio hecha. Porque tienes... No te vas a partir el hombro, te vas a proteger. Se la hago bien, o sea... despacio despacio despacio despacio despacio despacio despacio despacio despacio despacio despacio despacio despacio despacio despacio ¡Cambio! ¡Preparados! ¡Vais por orden de número 27! ¡Preparados! ¡Listos! ¡Vamos! Ya. Gonzalo. No me lanzo si no se ha quitado el otro. Venga, va. Eso es. Siguiente. Muy bien. Dale, dale, dale. Voltereta. Rueda. Eso es. Muy bien. ¡Haz la croqueta! ¡Haz la croqueta! ¡Sí, venga, vamos! ¿Con qué ruedas? ¡Ese! Pero a ver, eso es el rollito de primavera.",2
Cuidado si hay alguien allí.,1
Si hay alguien no puedo hacer nada. ¡Gonzalo! ¡Eso no es!,2
¡Eso es el rollito de primavera!,1
"Estoy haciendo la croqueta, una vez, no siete. ¡Quieta! Si hay alguien no me puede tirar. Hago la croqueta una vez y me levanto. No voy rodando así como un tulipán hasta el final. Dale, Carolina. 3, 2, 1, cambio. Última estación, preparados. ¿Estáis? ¿Listos? Derecho, adelante, equilibrio, equilibrio, equilibrio, equilibrio, equilibrio, equilibrio. ¿Listos? Este no es rodar y rodar y rodar. Alguna vez la croqueta me levanto. Una vez. Y me levanto. Corre, para afuera. Ya está, así como lo has hecho está perfecto. Todas las colchonetas. Luego te levantas y se pasa. Marcos, es la segunda vez. Marcos, no te puedes meter en el medio del ejercicio de la derecha. Tres, dos, uno, todo el mundo andando, dos vueltas en ese sentido, que siempre lo hacéis en el mismo. 25 sentadillas, chicos. Venga, 25 sentadillas, que estáis sentados. Dos vueltas andando Marcos García Lomas.",2
No es tan difícil darse dos vueltas andando y dejar las colchonetas en paz.,3
"Ya está, dos vueltas andando.",3
venga anda pues te queda una vuelta todo estamos en educa no en día libre,3
"Ya están las gemeliers, together.",3
"Estamos, nos volvemos a colocar con nuestro grupo en la primera estación en la que estaba. Ah, lo mismo. Primera estación en la que estaba. Si estoy sentado, recuerdo que me hago 25 sentadillas.",2
"Tío, lo he dicho ya tres veces.",3
Y sabéis que sois los únicos que os sentáis.,3
Marcos.,3
Marcos.,3
Ven.,3
"Ven un ratito, anda.",3
"No, no, ven.",3
"Ya se te ha pasado el nivel de meterte en otra estación, hacer lo que quieres.",3
"Hazte las 25 sentadillas, que estabas sentado y ahora te vuelves a meter en tu grupo.",3
"Muy bien. Vale, os explico la nueva ronda del circuito. Vamos a quitar un poquito el judo y vamos a empezar a meter ya más giros, más equilibrios y subimos un nivel de ejecución de cada estación, ¿vale? En ese, vamos a hacer lo mismo, pero ahora sí, para los que lo habéis hecho con el izquierdo, lo hacéis con el derecho. No sirve mientras hablo, porfa, Eduardo, que si no, no se me escucha. Pie izquierdo delante y voy a hacer el equilibrio a tocar atrás. ¿Sabéis cuál es el izquierdo? Primera estación. Es lo mismo que antes, pero en vez de hacerlo con el pie derecho, ahora es el izquierdo el que está delante. Lo que ha hecho mucha gente ya. Cuando toco el banco y la pierna de atrás está estirada es cuando puedo avanzar tres pasos y volverlo a hacer. ¿Entendido? Vale, siguiente estación. Aquí estábamos haciendo la croqueta. Vamos a hacer lo mismo, pero vamos a intentar girar. Si antes estaba haciéndola por la izquierda, hacerla por la derecha. Aquí, antes estábamos haciendo girando en el suelo, mirando para allá, ¿no? Vale, sois un equipo, lo tenéis que hacer a la vez. Tengo que tumbarme y girar para allá. Cuando yo sea el último y me levante, voy a venir por el medio saltando a mis compañeros que vienen rodando. Ya lo ha hecho un equipo, creo. ¿Lo entendéis? Ya no vamos a hacer un shiro ukemi, vamos a hacer... Gracias. El primer paso de la voltereta hacia atrás. Desde aquí, me agrupo, ruedo y me vuelvo a levantar. ¿Lo entendéis? Si no voy y vengo con fuerza, tendré que utilizar las manos para subir y eso no es lo que quiero, ¿vale? Ruedo agrupada, vuelvo hacia adelante y me levanto. Desde aquí, vamos a hacer el mismo. Utilizo siempre... Axel, ¿siempre eres tú? Utilizo siempre la espaldera para subirme. Voy a intentar ir lo más rápido posible. Voy andando, pero intento ir lo más rápido posible. Si alguno tiene mucho equilibrio y quiere ir casi corriendo, lo puede hacer. Con cuidado de no caerse. Este, quitamos el zempo kaiten ukemi y ahora puedo apoyar las dos manos como si fuese una voltereta normal. Si no nos sale, seguimos con el zempo y si no nos sale, seguimos haciendo la croqueta que más o menos va a ser como rodar. Yo no puedo salir si mi compañero sigue en las colchonetas, porque ¿qué va a pasar? Martina, que le voy a dar una patada cuando salga, hasta que mi compañero no se haya ido y se haya puesto detrás en la cola. Martina, que estoy hablando, deja de darte la vuelta. Hasta que mi compañero no haya salido, yo no puedo salir. Y aquí es lo mismo, pero en vez del zempo, vamos a intentar lo mismo. Colocar las dos manos para rodar. Llego corriendo, coloco las dos manos y ruedo. ¿No?",2
"Si no sabemos, voltereta hacia adelante.",1
"Si no sabemos, hacemos el zempo.",1
"Si no sabemos, hacemos la croqueta.",1
Ya más o menos lo habéis estado haciendo todos.,1
"¿Preparados? ¿Alguien tiene alguna duda? Nadie lo va a hacer con la izquierda cuando sea derecha, ni utilizar las manos cuando no deba como Ana, ni nada, ¿no?",2
¡Te he pillado!,1
"¿Listos? ¡Tres, dos, uno, ya! Venga, ruedo, ruedo, muy bien. Y salgo. Cuidado, Gonzalo, que está tu compañero. Marcos, no es el rollito de primavera, ya lo he dicho dos veces. Eso es, pierna estirada, Santi. ¡Cambio! ¡Preparados!",2
¡Uy!,1
Casi le peinas.,1
"¡Listos! ¡Listos! Mucho cuidado ahí, ¿eh? Pero si he dicho ya cambio. Es cambio, si no, no descansamos. 3, 2, 1, ya. Y vuelvo, rápido, sin usar las manos. Y los dos pies juntos, 1, 2 y 3. Y vuelvo, rápido, rápido, rápido, eso es. 1, 2 y 3. Y vuelvo, rápido, fuerte. Venga, va, desde el principio, desde el principio.",2
"Perdón, perdón, perdón, perdón.",1
"Para, para, para, para, para. ¿Qué hacéis? ¿Por qué le empujas si viene un compañero? Si lo sabes tú que no debes, ¿vale? Y ahora, rueda. Rueda, salta, salta, salta, salta, eso es, salto, eso es, siguiente, salto, venga, va, va, va, va, va, va, va, va, va, va. Rodar puedes, si por eso te estoy dejando, porque rodar puedes, luego lo de los saltos te vienes por allí. Cambio, preparados, listos.",2
"Si no sé, igual que antes, tempo.",1
"Y si no sé, pues me tiro a rodar.",1
"¿Preparados? Es voltereta, ¿vale? Yo empiezo desde aquí, coloco manos y voy a rodar.",2
"Si no sé, me quedo como antes, desde aquí voy a hacer el tempo.",1
"No te vas a tirar con la cabeza. Claro, yo desde aquí, alto para rodar, ¿vale?",2
"Si no, hago la croqueta.",1
"¿Listos? Perfecto, sin manos. Ya. Venga, fuerte, fuerte, fuerte, fuerte, fuerte. No se puede utilizar las manos. Para subir. Fuerte. Muy bien, Darío. Fuerte. Eso es. Fuerte. ¡Cambio! ¡Preparados! ¡Preparados! La misma que en esa, pero ahora vienes corriendo y lo vas a hacer sobre esto que está elevado. ¿Listos?",2
Habláis más que Axel.,3
"¿Listos? Ya. La coleta, Alejandra. Muy bien. Eh, no me puedo utilizar las manos para subir, entonces tengo que volver con fuerza. ¿Listos? Ya. Fuerza, fuerza, fuerza, fuerza, fuerza, fuerza. Eso es.",2
"Ay, Mateo, cómo te pesa el culo.",0
"Fuerte. Margot, si no vuelves con las piernas flexionadas, estiradas no vas a subir, ¿vale? Fuerte. Mucho mejor. Ahora. Ahora me cambias el pie. Ahora lo haces con el derecho. Esto con la pierna buena lo puedes hacer. Manuel, con la pierna buena.",2
¿Cuál te duele?,1
Esa.,1
Pues utilizas la izquierda para apoyarla en el banco.,1
¿Vale?,1
"¡Cambio! ¡Preparados! ¡Listos! ¡Tres! ¡Dos! ¡Tres! Ya. Si sabes. Muy bien. No apoyo cabeza. Eso es. Tengo que volver. Vuelvo sin utilizar los brazos para subirme. Vuelvo sin utilizar las manos para subir. Eso significa que ruedo fuerte, fuerte, fuerte. Eso es. Abajo y fuerte arriba. Este no lo hagas, Manuel. Fuerte. ¡Eso es! ¿Todo? El lunes, a primera hora, llevas el calentamiento. ¿Te acuerdas?",2
¿Con quién lo vas a hacer?,0
"Eh... No sé... Cambio... No puede ser con Sofía. No, no. No, vale. Un juego que es con lo que vamos a empezar y me tienes que decir si necesitas material porque ya lo tenías previsto, ¿no? y después entre las dos vais a explicar esto está perfecto listos cuál es vuestra primera ya ¡No te agarres, Martín! ¡No me hagas trampas! ¡Solo me agarro al principio!",2
¿Las gafas?,1
¿Las necesitas?,1
Pues entonces cuando hago el ejercicio me las dejo ahí atrás y después las saco.,1
Porque como se salga un cristal tenemos un problema.,1
¡Carolina!,2
Me explotan los tímpanos.,0
"3, 2, 1, cambio. No, pues eso no lo tienes que intentar.",2
Ya he hecho rehabilitación.,0
"¿Preparados? Tengo que ir saltando a los demás. ¿Para qué? No quieres que se acabe, ¿verdad? ¿Listos? Tienes que ir saltándoles, ¿eh? ¡Listos!",2
¡Axel!,3
¡Otra vez!,3
¡Ya!,3
"¡Corre, sáltale!",3
¡Gonzalo!,3
"¡Vete más despacio! ¡Casas! ¡Eso es! ¡Y no se voltea! ¡Perfecto! ¡Perfecto! ¡Lo has cuadrado, eh, chaval! Ya lo haremos. Lo vamos a hacer todo, ¿vale? Lo haremos, pero hoy no. ¡Cambio! ¡Te pillé! ¡Preparados! ¿Listos? Estáis en la primera, ¿no? Vale, una vuelta andando y volvéis a la primera.",2
"¡Gonzalo, rápido!",3
"¡Gonzalo, rápido!",3
¡Ey!,3
"Pero a ver, este grupo no me escucha.",3
Una vuelta andando y volvéis a la primera.,3
¡Zoe!,3
Séptima vez.,3
Prohibidísimo.,3
"Yo sé que sabes hacer todo, ¿vale?",1
"De hecho nos ayudarás para enseñar a hacer todo, pero... Si te ven además es que van detrás de ti.",1
"Es lo que necesita Gonzalito para animarse. Vale, os explico. ¿Qué has hecho? Correr bastante. No, no, no. El grupo que estaba aquí... ¿Has visto? Te lo he dicho. El grupo que estaba aquí coge la colchoneta grande y la coloca en la pared. Los bancos se apilan delante de la colchoneta grande. Estas tres colchonetas van allí. Colchonetas verdes y colchonetas verdes las llevamos allí. Colchoneta grande allí. Recordad que tiene que estar en triángulo que si no se cae. Marcos, tenemos que acabar que si no no tenemos tiempo, así que tenéis que ir rápido para allá, ¿vale? Vale, esos bancos van allí donde está Ana, ¿vale? Algo más emocionante que lo que hemos hecho hoy. Tendrás que empezar, ¿no? O te pongo el primer día con un mortal. Sandra, ¿qué hora es? ¿Qué hora es? Hora de acabar. Ah, sí, yo me quito. No, espérate porque nos lo vamos a quitar en hora. ¡Gonzalo! Si tú le das golpes a la colchoneta nosotros no acabamos. Vale. Empiezan de último a primero, ¿no?",2
"Es que estos son los primeros, tíos.",0
¿Vale?,0
"Venga, nos colocamos nuestras... ¡Los que estáis en la pared! ¿Os podéis callar, por favor? ¿Tú no te vas a poner los patines? ¿Y qué haces ahí? Vale, ahora vamos a estar calladitos. Nos vamos colocando los patines ya, por favor.",2
"Que os coláis los patines, venga.",3
Que ahí dentro tienes patines.,3
"Tú también, tú también. Hugo, ¿tus patines?",2
¿De qué horas encuentras los patines que te valgan y tú también?,0
Y tú también.,0
"A ver, Alba, tenemos que quitar a este niño que es que no se puede poner los patines al 5.",0
"Venga, quítate el pecho y te sientas. Venga, nos colocamos las protecciones. Los que ya tengan las protecciones y el casco... Baja. No, por ahí no, si no te importa baja bien por las escaleras.",2
"Vale, pues nada, déjale el casco a él.",4
Déjale el casco a Jaden.,2
"Ya, pero como no te vas a poner patines, déjaselo.",4
"Venga, los que ya tenéis todo, vamos bajando. Los que ya tenéis las protecciones, vamos bajando y nos colocamos en esa pared.",2
Venga.,0
"Vamos, chicos.",0
Venga.,0
¿Os quedan cinco minutos para cambiaros? ¿Cinco minutos?,2
Sí.,0
"No, no, no.",2
Sentáis ahí y nos movéis en toda la hora.,4
"No, no me lo quiten, no me lo quiten.",2
Por favor.,0
Vale.,0
"Eh, chicos, ya. O sea, bajar ya. No, no me lo quites.",2
"Eh, creo que te vas a ir tú también a dirección.",3
¿Por qué?,0
"Porque aquí no haces más que darme la tabarra, ¿sabes?",3
Siéntate y anda bonito.,4
"Venga, cógete el otro patín y te vas para allá. ¿Te has probado los patines, Javi?",2
Sí.,0
este te queda bien seguro este para que los colocas corre venga venga nos colocamos ya en la pared,2
Venga.,0
"Venga, chicas, iros colocando ya. Allí, por favor.",2
"Venga, vamos, chicos.",0
Vamos.,0
"Sentamos, nos ponemos allí.",2
¡Vamos!,3
"Vale, nos colocamos uno al lado del otro. Ricardo, ya. ¿Os separáis, por favor? ¿Os separáis, por favor? Vale, brazos estirados. Brazos estirados. ¿Podéis callaros, por favor? Empezamos.",2
"No, no puedes hacer nada.",4
"Venga, flexiones, ya. Uno, dos, tres, cuatro, cinco, seis, no tienes sitio ahí, siete, ocho, nueve y diez. En el sitio, carrerita. Miramos para allá todos y de lado. De lado. Ahora volvemos hacia el otro lado. Vosotros os quedáis aquí en la zona. Tú te quedas sentado. O le ayudas a él si quieres. Como ayer. Te ayudas. Venga, deslizamos. Vale, chicos, ahora... Este se va a alargar la dirección. Vale, ahora vamos a flexionar rodillas, nos empujamos un poquito de la pared y llegamos hasta la mitad de la pista. Empújate. Ahí, hasta aquí. Muy bien, patino, patino, patino, patino, patino. Otra vez, flexiono, empujo y me deslizo. Muy bien, muy bien. Eso es. Vale, ahora vamos a hacer tres deslizamientos. Subimos un poquito la mano aquí y bajamos. Un, dos, tres, para ir sobre un patín. Venga, ya. Uno, dos, tres, sobre un patín. No levantéis mucho, no levantéis mucho. Ahora con el otro. Va. Un, dos, tres. Muy bien, muy bien. Eso es. Vale, ahora venimos para acá los más rápidos delante. Ahí, ahí, ahí, ¿eh? Vale, aquí. Tres deslizamientos, manos a las tibias. Ya. Manos a las tibias. Venga, salimos. Salimos, salimos, salimos. Vete donde está Inés.",2
¿Quién es Inés?,0
"Él de momento, la que está afuera. Y diré que te vas a sentar un momento en el banco azul.",2
¿Por qué?,0
Siéntate un poquito.,4
"Vale, ahora lo mismo, pero con las manos en la punta de los pies. Ya. Hasta abajo. venga, muy bien, eso es, vale, el de atrás, empuja al de adelante, paso de patinador, venga, eso es,",2
"No, no, ¿qué haces?",3
"De dos en dos, de dos en dos, de dos en dos, de dos en dos. De dos en dos. Vale, paramos. Ahora al revés, ya. Vamos.",2
Vale.,0
"Ahora vamos patinando por todas partes y cuando digo ya me agarro mi compañero y giro completo. Patinamos, patinamos por todas partes. patinamos, por todas partes, venga, ya, me agarro y giro, eso es, tiro entero, seguimos patinando, seguimos, por todas partes, por todas partes, vale, ya, me agarro y giro, Eso es. Me agarro y giro. Me quedo en el sitio. Stop. Stop. Con mi compañero. Stop. Con mi compañero. ¿Dónde está tu compañera? Sin casco no puedes patinar. Pero no importa. Claro que no. Lo tienes que traer. Eso es. Todo el mundo, mano contra mano.",2
Vale.,0
"La ligan... La ligan ellas dos. Venid para acá. Que no os he dicho a que la ligan. Tenéis que patinar por parejas. De la mano... Y cuando ella o ella os cojan, formáis un túnel. Y para salvar, hay que pasar por debajo. Los dos. Tenéis que correr de la mano.",2
Venga.,0
"La liga... No, no, no. ¿Puedes venir? Esperad. Jaden, ¿te importa darle la mano a tu pareja? Hasta que no estés callado no voy a explicar el ejercicio. Ellas dos, que se dan la mano también, son las que la ligan. Ven, Nayara. Ay, nada, perdón. Al que cojan, ¿me podéis escuchar, Kabata? Formáis un túnel. Pero de la mano con tu parejita. Eso. Hay que agachar. ¿Vale? ¿Listos? No vayáis muy rápido. Despacito. No, no así. Ya. cambiamos en fila en fila ¿Uno detrás de otro?",2
¿Vosotros vais a hacer algo o no vais a hacer nada?,3
Es que no tengo casco.,0
¿Y dónde está vuestro casco?,3
Arriba.,0
"Ah, pues ahora guardad los patines y sentaros.",4
¿Vale?,0
"Ay, de verdad.",0
Es que con todos esos ahí atrás... ¡Preparados!,2
¡Tic-tac!,3
"Das la vuelta por detrás del cono, das la vuelta por detrás del otro cono y vuelves. ¡Ya!",2
¿Vais a callar ya?,3
¿O qué?,3
¿Hombre?,3
Por favor.,0
Venga.,0
"Y aquí. Venga, otra vez. Sí, seguido. Seguido.",2
"¿Te puedes venir para acá, por favor?",3
"O sea, es que no te has callado ni un minuto.",3
"Ven, ven, ven.",3
"No, no, no.",3
Ven.,3
"Quédate aquí, un rato.",4
Aquí.,3
Te quedas aquí.,4
Y si puedes estar callado un poquito.,4
Porque es que no te has callado absolutamente nada.,4
¿Vale?,0
No te importa estar aquí un rato.,4
"Siéntate aquí, mira.",3
"Ahí, ahí sentadito.",3
"No, no, aquí, aquí.",3
Ahí sentadito.,3
Pues a mí también me importa que no me dejes dar clase.,3
"Vale, para. La primero. El primero para. Para el primero. No vais a salir seguidos. Hasta que el primero... ¿Puedes cerrarla?",2
"¿Puedes callarte, por favor?",3
Un poquito.,3
¿Vale?,0
"Hasta que el primero no haya pasado el último cono, no sale el siguiente. Ahora, escucha. ¿Das la vuelta por detrás de ese?",2
"Javi, os quedáis sentados en la grada.",4
"Y Hugo, tú también.",4
"Venga, Ainara, ¿dónde estás? La vuelta por detrás del fondo. Igual está. por aquí haciendo el limón y das la vuelta por detrás de este punto. Venga, ya. Va. Seguido. No, no, no salga seguido, no salga seguido. No salga seguido. Ahora sí. Ya. Eso es. Limón ahí, muy bien. va va va va va va Muy bien. Va, otra vez. Sal, sal, sal. Sal, por favor. Ya lo sé, sal. Venga, salimos. Venga, vamos.",2
Vale.,0
"Ahora, ¿qué tal? Atentos. ¿Podéis mirar para acá, por favor, en vez de para allá? Ricardo. Vale, ahora, das la vuelta allí, haces el limón aquí, te das la vuelta por detrás del cono ese, hasta el otro cono del final, Y aquí pasas con... Eso es, solamente. A ver, mirad cómo lo hace vuestra compañera. Es que hemos cambiado de ejercicio. Eso es. Abres. Muy bien. Da la vuelta por detrás de ese cono. Y ahora, aquí... Los conos naranjas los dejáis entre las piernas, ¿vale? Ahí. Cuidado. Estos, estos. Eso, muy bien. ¿Sales ya, por favor? Ahora, cuando pase el tercer postre. Ahora. ¿Ya? ¿Ya? Va.",2
"Oye, ¿te importa no decir palabras?",3
Y no es ese test este que se cae.,0
"Sale. Muy bien. Hay que intentar abrir y cerrar. Aquí no hay que dar la vuelta, ¿eh? Va. Muy bien. Coge el cono, eso es, muy bien. Mira, ese cono amarillo sepáralo un poquito más, que está muy pegado. Venga. Vosotras tres, a mí seguidas. Vosotras tres, a mí seguidas. Sí, sí. Baila. Intentar llevar el mismo ritmo. Muy bien. Muy bien. Vosotros tres ahí seguidos. Ya.",2
Creo que tengo que echar de clasico porque no me dejas en paz.,3
"Seguidos los tres. Seguidos. Muy bien. Ahora vosotros tres. Ya. Salís. Salís los tres. Muy bien. Venga, eso es. Ya. Salís los tres. Muy bien. Sigue a tu compañero. ¿Dónde va, Enar? No, ven aquí. ven, enar, ven, salen de tres en tres, ponte aquí con ellas, te pones detrás de Tabata, ¿vale? Venga, ponte, ya, salid, venga, sigue, Aquí lo que tenéis que hacer... ¿Te importa ponerte en la fila? Tenéis que intentar ir juntitos y seguir la trayectoria del de adelante, ¿vale? ¡Manuel! ¡Manuel! ¡Manuel! Tienes que intentar no perder al de adelante. Intentar no perder al de adelante. No sé por qué se evitan los patines. Vosotras cuatro.",2
"Deja al peti que sientas allí, claro.",0
Aquí no te vas a poner.,2
Vale.,0
"Ahora, donde están los conos naranjas, vas a hacer también esclavo. Igual que aquí. Pero, quizás. ¿Ok? Espera. Entonces, ahora, se sale desde aquí. Se sale desde ahí. ¿Vale?",2
¿Os podéis callar un momento?,3
¿Quién está silbando?,3
"Adrián, ¿te importa no silbar?",3
"Vale, ahora estate quietecito con tu compañero.",3
Si no me escucháis...,4
"Ahora, das la vuelta por detrás de ese, por detrás de ese, por detrás de ese y te vas al cono naranja.",2
No.,0
"A ver, vete por detrás de este. Por detrás del otro. ¿Podéis mirar cómo luego se hace? Vete al cono naranja. Sin dar la vuelta, solo por detrás. A los conos naranjas. Ahí, zigzag. Muy bien. ¿Vale? Va. Y ya te quedas aquí. Venga, por detrás. Por detrás. Eso es. Muy bien. Ahí. Por detrás. Muy bien. Muy bien. Otra vez. Lo hacemos dos veces. ¿Sales, por favor?",2
No.,0
"Ahí hay que... Nosotros no hacéis nada, ¿no?",0
"Hay que hacer slalom. Muy bien. Vale, ahora vosotros que estáis aquí, vais hacia allá y vais cambiando. ¿Ya?",2
Sí.,0
Llegadas a la pared. Allí. pegados a la pared y os vais cambiando pegados a la pared y os vais cambiando pegados a la pared y os vais cambiando,2
"Alba, los petos te los dejamos por orden.",0
"A ver, os quitáis los petos sin romperlos.",0
"No, no, tú te vas donde estabas, por favor, y te quedas sentado allí.",0
"Nacho, ¿dónde está Nacho?",0
"Nacho, aquí.",0
Vete allí donde estabas.,0
"Aquí, mira.",0
Aquí.,0
Yo me voy aquí mismo.,0
"y los vais colocando aquí, vosotros.",0
"Venga chicos, idos cambiando, pásame ese peto por favor.",0
"¿Qué vamos a necesitar? Vas a trabajar, como siempre, de hecho, dos días para terminar la coreografía. Pero que vamos a meter nueve. ¿Veis los petos que hay detrás? Vais a tener que colocar uno cada uno.",2
"Si nos molesta, no pasa nada.",1
"Y no vamos a usar los dos gimnasios, ¿vale? Solo vamos a estar en este de aquí. Te quiero decir que los compañeros que estáis allí, ¿vale? Podéis saber que tenéis que venir aquí.",2
"Vamos a estar un poquito más apretados, pero bueno, entramos todos de sobra.",1
"Por favor, las colchonetas... Ya están, ¿vale? Ya están del anterior grupo. Si yo me coloco en ese, voy a tener que repartir colchonetas, ¿vale?",2
Ahora empezamos todos a discutir por las colchonetas.,3
"Por grupo número tres, ¿vale? Si alguno o alguna tiene que coger más, nos quedan las grises, ¿vale? Pero ya están, ya están casi todas fuera. También creo que hay alguna azul que también sobra por ahí, ¿vale? ¿Dónde ponéis antes? Allí. Pues ahora en este sitio, no sé, estoy aquí. ¿Veis que hay una colchoneta gris? Os traéis, ¿vale? Dos, tres colchonetas que hay allí. ¿Qué más hay por aquí? Vosotros allí, entonces. Pues tenéis allí todo lo que os falta. Vosotros, ¿vale? Esa vamos a dejarla para las ocasiones especiales. Entonces, ¿vosotros, bueno, os colocáis en medio? ¿Perfecto? Pues nada, chicos. ¡A trabajar! Ahora, si quiero, para que ya estén en los grupos, ¿vale?",2
"A ver, Marco.",1
¿Ten cuidado con el pie?,1
"Entonces, ¿qué te ha dicho el médico?",1
¿Qué te ha dicho el médico?,1
¿Una semana más?,1
"Doble. A ver... Tienes el doble. ¿Tienes el doble? Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el doble. Tienes el do Tres. Cinco. Dos. Y cuatro. A trabajar ya. ¡Aquí, chicos! ¡Ahí la tenemos! ¡Eso! ¡Súper! ¡A ver, chicos! ¡Tres! ¡Aquí no tenéis a Pablo!",2
"Entonces vosotros decidís, ¿vale?",1
"Tenía yo la figura que participaba nadie, ¿no? ¿Cuántas figuras participaron? ¿Cuántas?",2
"Vale, pues ahora ya pueden enseñar alguna que sea la jugando, no pasa nada, ¿vale?",1
"Eso es, ¿vale? Y hay un chico, ¿no?",2
"Si veis que no están haciendo, no están trabajando, pues a ver.",1
"Tres, cuatro, y dos. A trabajar, ¿vale? Aquí podéis fichar así.",2
"Vale, podéis usar el teléfono.",1
"Lo único que debéis hacer es, ¿vale? Chicos, me voy a poner aquí, en el metro, en el metro, en el metro, en el metro.",2
¿Qué pasa?,1
¿Qué te parece?,1
"Te voy a usar el sonido primero, ¿vale?",1
"Vamos a poner el flujito en que no molestemos al alma, ¿vale?",1
Te lo escucho y vas a entrar para que veas que también voy a escuchar algo.,1
"Aquí chicos, no se cae, no hay problema, lo que pasa es que está inclinado, pues mover la colchoneta es más fácil, ¿no? El equipo se molesta, esto no le puede cambiar, es como así, ahí es, mover la colchoneta.",2
¿Qué pasa?,1
¿Qué pasa?,1
¿Qué pasa?,1
¿Qué pasa?,1
¿Qué pasa?,1
"¿Estás listo? Aquí, chicos, tenéis también el recurso de las cuerdas.",2
"Si alguna o no tenéis ningún paso legable, podéis saltar a la cuerdas.",1
No queda mal.,1
"Sí, pero si va a ir un poco mal de tiempo. Aquí, chicos, tenéis ya las figuras pesadas. La canción. Debe salir aquí, ¿vale?",2
Más tranquiles.,1
"Aquí, chicos, me lavo con las manos encima de los compañeros. hay personas ayudando hay personas ayudando ¿Y cómo? ¿Ya estás componiendo la canción? ¡Ah, Javi, entiende! Mira, tienes a tu compañero pendiente de tu trabajo, ¿vale?",2
"Entonces, ¿cómo estás?",1
"No, no, Javi, no entiendo. Javi, no entiendo nada de nada. O sea, no entiendo el final que estoy en mi trabajo, no entiendo nada de nada. Nacho, casi todo el grupo la modifica. Es muy poquito tiempo, por esto y más. Venga, venga. Eso es.",2
"Sí, sí me cuesta aquí mirarme.",1
"¿Se acuerda? Ahí vamos a los compañeros, ¿vale? Para que tengas el apoyo.",2
"Ya, te duele.",1
¿Vas a mirarme?,3
"Eso es. Y te tienes que dejar por aquí. Entonces, imagínate que te dejas por aquí. Tienes que coger un poquito más. Ahí. Y despacito, eso es. Eso es, eso es, muy bien. ¿Eso es? Entonces, tú estás de ambos altos muy listo.",2
"Si yo estoy tranquilamente, fíjate.",1
"Entonces, tú vas despacio.",1
Más despacito. Más despacito. Más despacito. Despacio. ¡Eso es! ¡Eso es! ¡Eso es! ¡Bien!,2
"Ah, ¿está bien?",1
"Si yo voy despacito, pues ya está.",1
La comba es un buen elemento.,2
"Y cada vez, veréis un error.",1
"Imaginad, os digo, yo estoy aquí, parado. Pues, cojo la tuya. Yo, claro, primero tengo que ir a la base. ¿Vale, entonces? ¿Ambos? ¿Ustedes? Buscad todo lo que podéis hacer, ¿vale? Y ya está, la reja es hecha. La identifiquen con mi pecho.",2
"Marco, yo sé que tiene mucha gana y siempre me gusta tener gana así de normal, ¿vale?",1
"El viernes, el viernes. Ah, el viernes, el viernes. ¿Qué pasa? ¡Vamos! Aquí, en la mesa. ¡Venga! no no Estira los brazos. Estira los brazos. Estira los brazos estirados. Ahí. Baja, baja, baja. Eso es. Bien. Muy bien.",2
¿Está bien?,1
